hotel,fooditems
brunner-lanka,['coffeee']
tryst-cafe-neelangarai,"['pasta', 'chicken', 'chicken pizza', 'coffeee']"
bombay-brasserie-race-course,"['tikka', 'gravy', 'pepper chicken gravy', 'paneer', 'pepper chicken', 'pudding', 'biryani', 'cake', 'chicken']"
tide-kodailbail,['coffeee']
kabab-mistri-fateh-sagar,"['chicken', 'chicken wings', 'roasted chicken', 'paneer']"
waterside-the-landmark-hotel-mall-road,"['pasta', 'mughlai']"
bikanervala-khandari,['cake']
seize-the-day-hazratganj,['sandwich']
the-spicy-venue-jubilee-hills,"['mutton', 'biryani']"
kebabs-curries-company-malviya-nagar,"['tikka', 'gravy', 'mutton', 'kebab', 'fish', 'paneer', 'chicken lollipop', 'curd', 'biryani', 'cake', 'fish curry', 'chicken', 'kebabs', 'chutney']"
dhaba-com-c-scheme,"['tikka', 'chicken', 'kebabs', 'paneer', 'kebab']"
viva-panjim-panaji,"['fish curry', 'fish', 'pork vindaloo']"
home-caf�-by-mr-beans-c-scheme,"['omelette', 'sandwich', 'salad', 'coffeee', 'cake', 'pasta', 'pizzas']"
filfora-kohefiza,"['kebabs', 'mutton', 'mughlai', 'biryani', 'kebab']"
kanhas-morabadi,['chicken']
SmokeHouseDeli-Indiranagar,"['cake', 'chicken', 'caramel sauce', 'eggs']"
barbeque-nation-sector-5-salt-lake,"['kebab', 'fish', 'chicken', 'custard', 'lamb', 'mutton', 'biryani', 'fish curry', 'paneer butter masala', 'kebabs', 'tikka', 'chicken wings', 'crispy sweet corn', 'chicken biryani', 'paneer', 'cake', 'pasta', 'salad', 'fish kebab', 'chicken lollipop', 'prawn malai curry', 'gulabjamun']"
wofl,"['cake', 'pasta', 'sandwich']"
captain-bill-chitrakoot,"['tikka', 'fish', 'mutton', 'biryani', 'chicken']"
madras-kitchen-ramdaspeth,"['sambhar', 'chutney', 'coffeee']"
darios-koregaon-park,['pasta']
marwari-rasoi-patia-bhubaneshwar,"['papdi chaat', 'paneer']"
infantaria-calangute,['chicken']
zucchini-restaurant-bhopalpura,"['pasta', 'paneer butter masala', 'paneer', 'biryani']"
captain-grub-dlf-phase-1-gurgaon,"['lamb', 'pasta', 'chicken']"
evas-pizza-marol,"['chicken', 'pizzas', 'paneer']"
tavolo-mondo-radisson-blu-ranjit-avenue,"['cake', 'sambar']"
papa-pancho-da-dhaba-pali-hill-bandra-west,"['sarson ka saag', 'paneer']"
arsalan-park-circus-area,"['tikka', 'gravy', 'mutton', 'chicken wings', 'salad', 'kebab', 'chicken pie', 'allo', 'chicken biryani', 'fish', 'mughlai', 'paneer', 'chutney', 'haleem', 'biryani', 'chicken', 'kebabs', 'kheer', 'stew']"
cafe-colombia-kalyani-nagar,"['pasta', 'omelette', 'sandwich', 'coffeee']"
reds-sadar,"['cake', 'pasta', 'chicken', 'sandwich']"
peshawri-itc-mughal-tajganj,['mughlai']
subway-sector-35,"['tikka', 'roasted chicken', 'salad', 'paneer', 'chana masala', 'chicken']"
bansal-amritsar-food-street-amritsari-kulcha-mdc-panchkula,['paneer']
andhra-bhavan-feroze-shah-road-new-delhi,"['chicken curry', 'chicken fry', 'sambar', 'prawn curry', 'fish', 'chicken biryani', 'coffeee', 'the filling', 'sambhar', 'curd', 'mutton', 'puris', 'biryani', 'palak dosa', 'fish curry', 'chicken', 'chutney']"
fly-kouzina-sector-1-salt-lake,"['tikka', 'kebab', 'paneer', 'white sauce', 'biryani', 'pasta', 'pizzas']"
punjab-restaurant-chukkuwala,"['chicken curry', 'chicken']"
infinity-hotel-novotel-maharani-peta-vizag,['fish']
nibs-cafe-and-chocolataria-gopalbari,"['cake', 'pasta', 'sandwich', 'coffeee']"
ravi-alpahar-old-palasia,"['sabudana vada', 'allo', 'poha', 'chutney']"
pind-balluchi-maharana-pratap-nagar,"['chicken', 'chicken biryani', 'biryani', 'kebab']"
liquid-lounge-balmatta,"['pasta', 'chicken', 'chilli sauce', 'chicken nuggets']"
uncle-jacks-sector-8,"['cake', 'chicken', 'sandwich', 'onion rings', 'mayonnaise']"
dawat-e-nawab-radisson-blu-tajganj,"['tikka', 'gravy', 'mutton', 'chicken curry', 'fish', 'chutney', 'chicken', 'kheer']"
burger-farm-c-scheme,"['chicken', 'paneer']"
brooklyn-central-chandigarh-industrial-area,"['lamb', 'sandwich', 'chicken wings', 'salad', 'white sauce', 'allo', 'fish', 'coffeee', 'pasta', 'cookie', 'onion rings', 'cake', 'chicken', 'pizzas']"
vijay-chaat-house-new-palasia,['chutney']
the-flour-works-kalyani-nagar,"['pizzas', 'coffeee']"
the-burger-house-koregaon-park,"['chicken', 'chicken wings']"
sree-annapoorna-sree-gowrishankar-1-race-course,"['paneer', 'sambar']"
smokeys-food-truck,"['pizzas', 'paneer']"
hanglaatherium-prince-anwar-shah-road,"['tikka', 'gravy', 'mutton', 'salad', 'kebab', 'chicken biryani', 'fish', 'mughlai', 'bati', 'eggs', 'biryani', 'onion raita', 'chicken', 'kebabs', 'chicken masala']"
burger-factory-anjuna,['chicken']
vfc-civil-lines,"['tikka', 'gravy']"
kareems-kabab-biryani-chicalthana,"['chicken', 'biryani']"
the-hole-in-the-wall-cafe-koramangala-4th-block,"['chicken', 'coffeee']"
jonahs-bistro-besant-nagar,"['fish', 'sandwich', 'chicken sandwich', 'chicken']"
midnight-chef-sector-35,"['manchow', 'tikka', 'chicken', 'sandwich', 'manchow soup']"
under-the-mango-tree-hotel-jehan-numa-palace-tt-nagar,"['gravy', 'kebab', 'paneer', 'cake', 'chicken', 'kebabs']"
haritam-kilpauk,"['lamb', 'tikka', 'gravy', 'kebab', 'paneer', 'chicken lollipop', 'chutney', 'sambhar', 'chicken', 'kebabs', 'paneer butter masala']"
kabab-studio-balmatta,"['kebabs', 'kebab']"
om-shanthi-doora,['chutney']
on-the-bar-b-q-malviya-nagar,"['pasta', 'tikka', 'chicken', 'mutton', 'rosa']"
mad-momos-viman-nagar,['momos']
the-steak-factory-southern-avenue,"['lamb', 'gravy', 'mutton', 'chicken wings', 'kebab', 'salad', 'allo', 'fish', 'mughlai', 'spaghetti bolognese', 'sandwich', 'onion rings', 'pasta', 'chicken soup', 'chicken', 'eggs', 'cake', 'custard']"
connies-restaurant-steakhouse-kammanahalli,"['lamb', 'chicken']"
tandoor-kodailbail,"['chicken', 'mutton']"
sai-sagar-fateh-sagar,['coffeee']
a-reverie-calangute,"['allo', 'chicken']"
machali-kodailbail,"['fish curry', 'fish', 'biryani', 'chicken', 'paneer']"
jungle-the-restaurant-doora,"['tikka', 'chicken', 'chicken masala']"
chai-pe-charcha-lower-parel,"['sandwich', 'coffeee']"
sodabottleopenerwala-lavelle-road,"['mutton', 'salad', 'custard']"
factory-by-sutra-sector-29-gurgaon,"['mutton', 'kebab', 'peanut', 'paneer', 'pasta', 'chicken', 'pizzas', 'kebabs']"
decked-up-by-garden-cafe-vaishali-nagar,"['pasta', 'paneer']"
cheese-box-food-truck,"['pasta', 'sandwich', 'momos']"
kfc-maddilapalem-vizag,['chicken']
cafe-al-fresco-by-cantina-bodega-panaji,"['cake', 'carrot cake', 'pasta', 'coffeee']"
nagameez-silpukhuri,"['chicken', 'chutney']"
mainland-china-sector-26,"['chilli chicken', 'lamb', 'salad', 'fish', 'chilli sauce', 'the filling', 'chicken', 'pepper chicken']"
chilis-banjara-hills,"['salad', 'chicken soup', 'chicken', 'onion rings', 'chilli sauce']"
my-wifes-place-hathibarkala-salwala,"['tikka', 'mutton', 'kebab', 'manchow', 'paneer', 'manchow soup', 'chicken', 'kebabs']"
wok-express-pali-hill-bandra-west,['chicken']
vista-the-park-lawsons-bay-vizag,['sandwich']
saheba-restaurant-panchavati,"['gravy', 'chicken', 'chicken pie', 'chicken masala']"
kava-restaurant-fairfield-by-marriott-gomti-nagar,['coffeee']
little-italy-1-hitech-city,"['pasta', 'pizzas']"
barbeque-nation-gomti-nagar,"['pasta', 'white sauce', 'fish', 'mutton', 'chicken']"
mings-wok-panampilly-nagar,"['lamb', 'chicken', 'fish']"
cerveja-e-mais-beer-and-more-candolim,"['chicken', 'sandwich']"
the-pasta-bar-veneto-mg-road,"['pasta', 'pizzas']"
villa-shanti-white-town,"['tikka', 'jeera rice', 'fish', 'paneer', 'pasta', 'chicken']"
lodi-the-garden-restaurant-lodhi-road-new-delhi?zref=search,"['tikka', 'mutton', 'salad', 'kebab', 'chicken soup', 'mughlai', 'chicken shawarm', 'white sauce', 'pudding', 'stew', 'pasta', 'chicken', 'kebabs']"
annalakshmi-restaurant-egmore,"['sambar', 'salad', 'bisibela bath', 'paneer', 'sambhar', 'curd']"
base-n-burger-karanpur,"['chicken', 'pizzas', 'paneer', 'the filling']"
taste-of-india-calangute,"['chicken', 'chicken biryani', 'biryani', 'chicken roll']"
hotel-guru-kripa-sarwate-bus-stand,['paneer']
hotel-gavkari-college-road,"['chicken', 'mutton']"
smallys-resto-cafe-ulsoor,"['chicken curry', 'chicken']"
kailash-parbat-prahlad-nagar,"['pizzas', 'paneer', 'sandwich']"
FRSH,"['tikka', 'sandwich', 'salad', 'peanut', 'paneer', 'the filling', 'mint chicken', 'chicken', 'chicken sandwich']"
house-of-dosas-banjara-hills,['chutney']
flurys-park-street-area,"['lamb', 'omelette', 'sandwich', 'chicken wings', 'chicken masala', 'fish', 'allo', 'eggs', 'vanilla', 'coffeee', ' strawberry', 'pasta', 'mutton', 'pudding', 'cake', 'cookie', 'chicken', 'pan cake', 'chicken sandwich', 'mayonnaise', 'pineapple pastry']"
akshaya-pure-vegetarian-restaurant-kakkanad,['puris']
oyster-bay-vijay-nagar,['chicken']
sodabottleopenerwala-bandra-kurla-complex,"['mutton', 'fish', 'cutlet', 'chicken', 'chutney', 'custard']"
leonardo-italian-mediterranean-dining-piplod,"['pasta', 'chutney', 'salad']"
hotel-mylari-doora,['chutney']
mahesh-prasad-chamrajpura,['coffeee']
mini-meals-piplod,"['pasta', 'tikka', 'sandwich', 'paneer']"
chamiers-cafe-ra-puram,['coffeee']
malaka-spice-baner,"['chicken', 'mutton']"
landmark-hotel-allipuram-vizag,"['sambhar', 'sandwich', 'chutney']"
sagar-gaire-fast-food-arera-colony,"['pasta', 'sandwich', 'biryani', 'coffeee']"
mr-toasties-1-vadiwadi,['sandwich']
banana-leaf-auroville,['chicken']
priti-corner-dharampeth,"['gravy', 'chutney']"
kokni-kanteen-panaji,"['chicken', 'fish']"
koyla-colaba,"['tikka', 'chicken', 'chicken biryani', 'paneer', 'biryani']"
the-grand-trunk-road-madhapur,"['tikka', 'mutton', 'kebab', 'fish', 'paneer', 'chicken', 'kebabs', 'kheer']"
leapingwindows,['chicken']
tonico-cafe-kakkanad,"['omelette', 'sandwich', 'salad', 'chicken samosa', 'allo', 'spanish omelette', 'fish', 'white sauce', 'cake', 'pasta', 'chicken', 'chicken sandwich']"
the-kasbah-arera-colony,"['paneer', 'biryani']"
good-co-coffee-krishna-nagar,"['allo', 'sandwich', 'coffeee']"
khanabadosh-by-pass-road-north,['paneer']
mini-punjab-dharampeth,['chicken']
eggers-madhouse-sector-29-gurgaon?zref=search,"['lamb', 'omelette', 'gravy', 'salad', 'eggs', 'paneer', 'coffeee', 'curd', 'biryani', 'cake', 'chicken']"
tbistro-karanpur,"['pasta', 'chicken', 'sandwich', 'chicken sandwich']"
upr�-by-1559-ad-pichola,"['chicken', 'biryani']"
kabab-corner-greams-road,"['omelette', 'chicken', 'kebabs', 'kebab']"
ifthar-edappally,['chicken']
mocha-christian-basti,['cake']
cafe-pascucci-jayalakhsmipuram,"['chicken', 'coffeee']"
tossin-pizza-dlf-phase-4-gurgaon,"['pasta', 'chicken', 'pizzas', 'chicken pizza']"
bulas-kitchen-pratap-nagar,"['chicken', 'mutton', 'mughlai', 'momos', 'chicken lollipop']"
the-chocolate-heaven-gomti-nagar,"['cake', 'tikka', 'paneer']"
anokhi-cafe-c-scheme,"['pasta', 'cake', 'sandwich', 'salad', 'coffeee']"
tomatos-vadiwadi,"['salad', 'fish', 'biryani', 'pasta', 'chicken', 'pizzas']"
24-carat-akashwani,"['chicken', 'kebabs', 'paneer', 'kebab', 'biryani']"
hotel-new-alakapuri-jagadamba-junction-vizag,"['chicken', 'chicken biryani', 'biryani']"
QDsSatyaNiketan,"['chilli chicken', 'tikka', 'gravy', 'mutton', 'salad', 'momos', 'peanut', 'fish', 'paneer', 'chicken pizza', 'the filling', 'lemon juice', 'biryani', 'shahi paneer', 'pasta', 'chicken', 'chutney']"
thebombaycanteen,"['cake', 'chicken curry', 'chicken', 'salad']"
tao-panaji,"['manchow', 'manchow soup', 'chicken']"
kavanah-jubilee-hills,"['sandwich', 'ginger chicken', 'coffeee', 'cake', 'chicken', 'chicken sandwich']"
laxmi-mishthan-bhandar-pink-city,"['paneer', 'bati']"
southcafeahmedabad,"['sambhar', 'sambar', 'chutney', 'coffeee']"
breaking-bread-gachibowli,"['paneer', 'curd', 'cake', 'chicken', 'pan cake', 'chutney']"
chilis-grill-bar-prince-anwar-shah-road,"['lamb', 'roasted chicken', 'pizzas', 'chicken wings', 'salad', 'allo', 'fish', 'coffeee', 'shrimps', 'cake', 'chicken fajita', 'stew', 'pasta', 'chicken', 'pepper chicken', 'the filling', 'chicken pizza']"
kobe-sizzlers-balmatta,"['pasta', 'fish', 'chicken']"
keys-cafe-pakhowal-road,"['lamb', 'tikka', 'kebab', 'paneer', 'chicken', 'kebabs']"
white-pearl-kiranshree-portico-paltan-bazaar,"['paneer', 'coffeee']"
cafe-frespresso-patia-bhubaneshwar,['coffeee']
hot-millions-1-sector-17,"['chicken', 'pizzas', 'salad', 'the filling']"
sugar-n-spice-city-light,['pizzas']
yaara-di-haaveli-1-baner,['paneer']
french-toast-panampilly-nagar,"['cake', 'omelette', 'eggs', 'cookie', 'coffeee']"
bake-n-shake-tt-nagar,"['sandwich', 'paneer', 'pasta', 'cake', 'chicken', 'chicken sandwich']"
pai-brothers-fast-food-mg-road,"['eggs', 'paneer', 'curd', 'chicken', 'coffeee']"
jheels-rooftop-restaurant-chandpole,"['omelette', 'pizzas', 'paneer', 'sandwich']"
yahoo-family-restaurant-college-road,"['kebabs', 'kebab']"
big-n-meats-pakhowal-road,['chicken']
dominos-ranjit-avenue,['chicken']
yo-china-sector-9,"['peanut', 'chicken', 'momos', 'salad']"
sagar-ratna-ina-colony,"['tikka', 'paneer']"
good-co-coffee-chironwali,"['pasta', 'sandwich', 'coffeee']"
paratha-on-wheels-old-palasia,['chicken']
pizza-hut-maddilapalem-vizag,['pizzas']
tea-villa-cafe-versova,"['sandwich', 'paneer', 'coffeee']"
okra-jaipur-marriott-hotel-tonk-road,"['pasta', 'salad']"
dominos-pizza-tajganj,['pizzas']
the-burger-junction-panampilly-nagar,"['peanut', 'chicken']"
brothers-pizzeria-auroville,"['chicken', 'pizzas']"
tuscany-gardens-candolim,"['chicken', 'fish']"
curlies-anjuna,"['fish curry', 'fish']"
sanjh-college-road,"['jeera rice', 'mughlai', 'paneer']"
lal-qila-patia-bhubaneshwar,"['chicken', 'kebab']"
cream-centre-race-course,"['sandwich', 'manchow', 'manchow soup', 'onion rings', 'pasta', 'pizzas']"
mirabilia-restaurant-bar-karanpur,['chicken']
rusty-spoon-satellite,"['paneer butter masala', 'paneer']"
lamandier-ra-puram,"['cake', 'omelette', 'chicken', 'mutton', 'stew']"
chicken-plaza-pau,"['chicken', 'chicken pie']"
the-zuree-urban-kitchen-mohan-nagar,"['jeera rice', 'chicken', 'paneer']"
jahanpanah-agra-cantt,"['masala chicken', 'chicken', 'kebab']"
kitchen-krafft-bistro-gurukul,"['chicken', 'sandwich', 'chicken sandwich']"
flavours-of-tmh-taj-mahal-hotel-jubilee-hills,"['curd', 'sambar']"
the-sizzling-salsa-piplod,['pasta']
quick-pick-chandmari,['momos']
masala-library-janpath-new-delhi,['eggs']
lokah-restaurant-caf�-vyttila,"['chicken curry', 'sandwich', 'peanut', 'paneer', 'curd', 'chicken']"
d-cabana-sagar-nagar-vizag,"['manchow', 'manchow soup', 'chicken', 'biryani']"
chokho-jeeman-marwari-jain-bhojanalya-civil-lines,['chutney']
10-downing-street-maharana-pratap-nagar,['gravy']
crystal-restaurant-ina-colony,"['fish', 'mughlai']"
farzi-cafe-lower-parel,['cake']
the-b-a-w-a-civil-lines,"['chicken curry', 'chicken', 'sandwich', 'mutton', 'custard']"
daawat-e-khaas-navrangpura,"['tikka', 'gravy', 'kebab', 'chicken masala', 'chicken pie', 'biryani', 'chicken']"
pappi-di-hatti-white-avenue,['chicken']
calcutta-bistro-jadavpur,"['chilli chicken', 'tikka', 'gravy', 'mutton', 'chicken wings', 'kebab', 'momos', 'fish kebab', 'fish', 'mughlai', 'paneer', 'chicken lollipop', 'pepper chicken', 'pudding', 'biryani', 'chicken', 'kebabs', 'paneer butter masala', 'custard']"
punjabi-dhaba-hampankatta,"['tikka', 'paneer']"
balaram-mullick-radharaman-mullick-sweets-bhawanipur,"['tikka', 'sandwich', 'allo', 'kheer', 'paneer', 'chocolate sweet', 'curd', 'cake', 'the filling', 'gulabjamun', 'chutney']"
traditional-khana-panchwati,['bati']
la-chocolaterie-fazalganj,"['cake', 'pudding']"
cafe-satori-chandpole,['sandwich']
the-snack-juction-mohan-nagar,"['tikka', 'gravy']"
aminia-golpark,"['chicken', 'mutton', 'biryani']"
pizzaontherock,"['pasta', 'pizzas']"
dolphin-1-patia-bhubaneshwar,"['chicken lollipop', 'chicken', 'paneer butter masala', 'paneer', 'fish']"
fort-house-restaurant-fort-kochi,"['appam', 'fish', 'pepper chicken', 'fish curry', 'chapati', 'chicken']"
brittos-bar-restaurant-baga,['chicken']
doon-darbar-paltan-bazaar,"['tikka', 'chicken', 'kebab']"
the-palms-southern-avenue,"['lamb', 'gravy', 'kebab', 'fish kebab', 'fish', 'mughlai', 'coffeee', 'pepper chicken', 'butterscotch ice cream', 'curd', 'chicken teriyaki', 'chicken', 'kebabs', 'chutney']"
sociialdistrict-hitech-city,"['chicken', 'pizzas']"
caf�-riverrun-uzan-bazaar,"['pasta', 'chicken', 'sandwich']"
brown-sugar-bakers-cafe-c-scheme,"['cake', 'pasta', 'sandwich', 'cookie', 'coffeee']"
copper-koregaon-park,"['chicken', 'mutton', 'biryani', 'kebab']"
nibs-cafe-c-scheme,"['sandwich', 'allo', 'paneer', 'coffeee', 'pasta', 'cake']"
soma-at-sula-satpur,"['kebabs', 'biryani', 'kebab']"
cafe-coffee-day-balmatta,"['sandwich', 'coffeee']"
pizza-hut-tajganj,"['pizzas', 'coffeee']"
the-morsel-bite-of-happiness-balis-cafe-vadiwadi,"['paneer', 'coffeee']"
cafe-17-kaloor,"['sandwich', 'pasta', 'pudding', 'cake', 'cookie', 'chicken', 'custard']"
bapu-ki-kutia-maharana-pratap-nagar,"['jeera rice', 'paneer butter masala', 'paneer', 'salad']"
pick-a-pizza-parijat-nagar,['pizzas']
chaicofi-1-kaloor,"['pasta', 'chicken', 'sandwich', 'kebab']"
cafe-bliss-college-road,"['pasta', 'omelette']"
barbeque-nation-park-street-area,"['chilli paneer', 'kebab', 'fish', 'chicken', 'custard', 'lamb', 'mutton', 'manchow', 'subha', 'biryani', 'fish curry', 'mayonnaise', 'kebabs', 'kheer', 'tikka', 'gravy', 'chicken wings', 'crispy sweet corn', 'paneer', 'cake', 'stew', 'pasta', 'paneer butter masala', 'salad', 'fish kebab', 'pudding', 'manchow soup', 'gulabjamun']"
pirates-of-grill-chandigarh-industrial-area,"['moong dal', 'tikka', 'chicken', 'fish']"
rolla-wrappa-1-c-scheme,"['salad', 'paneer', 'biryani', 'shahi paneer', 'pasta', 'pizzas']"
lucknow-diaries-arts-humanities-cafe-hazratganj,['cake']
goli-vada-pav-no-1-ashok-nagar,['palak vada']
chopstix-palarivattom,['chicken']
the-lebanese-window-bajaj-nagar,"['chicken', 'paneer', 'salad', 'chicken shawarm']"
the-dhaba-silpukhuri,"['chicken', 'biryani']"
the-willow-cafe-sector-10,"['roasted chicken', 'sandwich', 'salad', 'white sauce', 'eggs', 'paneer', 'coffeee', 'cake', 'mutton', 'pasta', 'chicken', 'chicken sandwich']"
sri-annapurna-jaitpura,"['tikka', 'paneer butter masala', 'paneer']"
rangilu-cafe-piplod,"['pasta', 'coffeee']"
wise-owl-hindustan-park,"['omelette', 'sandwich', 'chicken wings', 'salad', 'white sauce', 'allo', 'fish', 'coffeee', 'cake', 'pasta', 'chicken soup', 'chicken', 'chicken sandwich', 'eggs']"
kafe-kulture-gulmohar-colony,"['tikka', 'sandwich', 'fish', 'paneer', 'coffeee', 'cake']"
ambrosia-christian-basti,"['fish', 'mutton']"
copper-kitchen-saligramam,['chicken']
firewater-kitchen-bar-1-hitech-city,"['tikka', 'chicken', 'paneer', 'biryani']"
deli-9-bistro-gachibowli,['pasta']
german-bakery-anjuna,"['cake', 'omelette', 'eggs', 'sandwich', 'pizzas']"
dominos-pizza-waltair-uplands-vizag,['chicken']
the-corner-cafe-uzan-bazaar,"['lamb', 'chicken wings', 'momos', 'peanut', 'pudding', 'chicken roll', 'chicken']"
pizza-hut-mg-road,"['chicken', 'pizzas', 'chicken pie', 'coffeee']"
biriyani-zone-brookefield,"['chicken', 'mutton', 'biryani']"
glocal-junction-jubilee-hills,['pasta']
sagar-ratna-gurdev-nagar,['coffeee']
shri-lassi-corner-chowk,['paneer']
waterfront-radisson-blu-hindpiri,"['tikka', 'chicken']"
backpackers-cafe-sector-9,"['lamb', 'omelette', 'sandwich', 'salad', 'fish', 'coffeee', 'pasta', 'cookie', 'cake', 'chicken', 'chicken sandwich']"
the-food-studio-kitchen-bar-vashi-navi-mumbai,"['pasta', 'lamb', 'chicken', 'spaghetti bolognese', 'tikka']"
doolally-taproom-veera-desai-area,['allo']
bistro-226-civil-lines,"['pasta', 'fish']"
gulati-pandara-road-new-delhi,"['tikka', 'gravy', 'mutton', 'mirchi ka salan', 'salad', 'kebab', 'chicken pie', 'roasted chicken', 'chicken biryani', 'fish', 'mughlai', 'paneer', 'garam masala', 'biryani', 'shahi paneer', 'cake', 'chicken', 'dum aloo', 'kebabs', 'chutney']"
the-irani-cafe-viman-nagar,"['cake', 'chicken samosa', 'chicken', 'pineapple pastry']"
vohuman-cafe-sasoon-road,"['omelette', 'eggs']"
garlic-greens-chandigarh-industrial-area,['pasta']
nafees-restaurant-old-palasia,"['tikka', 'gravy', 'mutton', 'salad', 'mughlai', 'chicken biryani', 'paneer', 'mushroom gravy', 'curd', 'biryani', 'cake', 'chicken']"
baker-street-mg-road,"['chicken', 'cookie']"
hao-ming-balmatta,['chicken']
kohlis-kitchen-n-thunders-college-road,"['chicken', 'sandwich', 'chicken sandwich', 'mayonnaise', 'coffeee']"
sindhful-khar,"['mutton', 'paneer']"
barbeque-nation-alkapuri,"['paneer', 'chicken lollipop', 'stew', 'pasta', 'chicken', 'biryani']"
baba-foods-swaroop-nagar,"['chicken', 'kheer', 'biryani']"
talk-of-the-town-mi-road,"['tikka', 'mutton', 'kebab', 'fish', 'chicken', 'kebabs', 'chutney']"
santas-fantasea-golpark,"['chicken curry', 'gravy', 'mutton', 'momos', 'salad', 'allo', 'kheer', 'chilli sauce', 'pepper chicken', 'mexican rice', 'chapati', 'chicken', 'fish', 'onion kheer']"
banarasiya-gomti-nagar,"['kheer', 'chutney', 'bati']"
cafe-durga-cidco,"['sandwich', 'coffeee']"
aman-restaurant-bhelupur,"['chicken', 'biryani']"
bhai-bhai-omelette-center-nanpura,['omelette']
phonebooth-caf�-vijay-nagar-new-delhi?zref=search,"['chilli chicken', 'tikka', 'sandwich', 'salad', 'kebab', 'paneer', 'cake', 'stew', 'pasta', 'chicken', 'pizzas']"
the-trophy-by-tomatos-1-satellite,"['chicken', 'kebabs', 'coffeee', 'kebab']"
cafe-udupi-ruchi-c-g-road,"['sooji halwa', 'sambar', 'coffeee', 'sambhar', 'stew', 'pongal', 'chutney']"
cafe-coffee-day-jayadev-vihar-bhubaneshwar,['coffeee']
indian-summer-cafe-1-golambar,['chicken']
olive-garden-ittige-gudu,['paneer']
the-palate-nadesar,['paneer']
cafe-tatos-panaji,"['puris', 'salad']"
ziya-zoo-tiniali,"['pasta', 'chicken', 'pepper chicken']"
grill-punjabi-phase-7-mohali,"['tikka', 'mutton', 'fish', 'chicken biryani', 'paneer', 'biryani', 'chicken']"
new-farm-fresh-white-town,"['pasta', 'chicken', 'pizzas', 'chicken pizza', 'sandwich']"
barista-lavazza-chukkuwala,['coffeee']
mexicano-griller-nungambakkam,"['chicken', 'chicken pizza']"
pantry-dor-anna-nagar-east,"['cake', 'pasta', 'chicken', 'pizzas', 'white sauce']"
sadhana-restaurant-satpur,['misal pav']
the-ants-cafe-store-indiranagar,"['cake', 'fish', 'pan cake', 'salad', 'coffeee']"
tea-pot-mayfair-lagoon-jayadev-vihar-bhubaneshwar,"['pasta', 'fish', 'sandwich', 'biryani', 'chicken']"
mosaic-crowne-plaza-kochi-marad,"['chicken', 'salad']"
kream-n-krunch-akashwani,"['kebab', 'white sauce', 'mexican rice', 'pasta', 'pizzas', 'kebabs']"
kfc-calangute,"['chicken', 'chicken pie']"
pavilion-the-residency-hotel-race-course,"['eggs', 'fish', 'mutton', 'chicken', 'coffeee']"
melt-hotel-saffron-leaf-kaonli,['paneer']
tapri-pratham-lal-kothi,"['pasta', 'cake']"
the-street-zaika-ahirtoli,['pasta']
hot-lips-gandhi-nagar,"['cake', 'paneer']"
zodiac-fortune-inn-sree-kanya-dwaraka-nagar-vizag,"['fish', 'mutton', 'chicken', 'salad']"
qwiches-navrangpura,['sandwich']
johny-hot-dog-new-palasia,['mutton']
repose-bakery-beltola,['cake']
aavi-panampilly-nagar,"['cake', 'chicken curry', 'chicken', 'appam']"
effingut-brewerkz-koregaon-park,"['fish', 'chicken', 'coffeee']"
barista-lavazza-patia-bhubaneshwar,['coffeee']
pal-dhaba-sector-28,"['chicken', 'mutton']"
nerbada-sweets-restaurant-peer-gate-area,['coconut burfi']
tyre-patty-sahid-nagar-bhubaneshwar,"['pasta', 'coffeee']"
karama-restaurant-frazer-town,"['gravy', 'mutton', 'kebab', 'biryani', 'chicken', 'kebabs']"
the-french-window-patisserie-koregaon-park,['coffeee']
roasted-rooster-gomti-nagar,"['lamb', 'chicken', 'sandwich', 'coffeee']"
the-urban-hub-lal-kothi,"['salad', 'sandwich', 'paneer', 'coffeee']"
virgin-courtyard-sector-7,"['salad', 'coffeee', 'white sauce', 'cake', 'pasta', 'chicken', 'pizzas']"
zolocrust-hotel-clarks-amer-malviya-nagar,"['sandwich', 'salad', 'cake', 'tomoto soup', 'pasta', 'pizzas']"
silver-spoons-kakadeo,['cake']
cherry-square-kankanady,"['chicken', 'sandwich']"
indian-coffee-house-civil-lines,['coffeee']
highway-18-vijay-nagar,"['jeera rice', 'chilli paneer', 'paneer', 'coffeee']"
yo-china-restaurant-hindpiri,['momos']
the-bhoj-company-new-market-area,"['chicken curry', 'gravy', 'mutton', 'salad', 'masoor dal', 'chicken']"
guru-anjuna,"['fish curry', 'fish', 'eggs']"
TheVegetarianGrill,"['tikka', 'paneer butter masala', 'paneer', 'kebab']"
mrs-magpie-southern-avenue,"['omelette', 'mutton', 'salad', 'allo', 'peanut', 'fish', 'coffeee', 'sandwich', 'cookie', 'cake', 'pudding', 'chicken', 'chicken sandwich', 'custard']"
FreshMenuIndiranagar,"['chicken', 'sandwich', 'chicken sandwich', 'salad']"
empire-restaurant-gokulam,['chicken']
bawarchi-family-restaurant-jadavpur,['biryani']
collage-hyatt-vastrapur,['mutton']
bakes-beans-ranjit-avenue,"['chicken', 'salad']"
b7-restaurant-gurdev-nagar,"['dal fry', 'paneer', 'white sauce', 'biryani', 'pasta', 'chicken']"
razzmatazz-race-course,['pasta']
